,ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol,epoch_ts,mid
208,2025-09-02 00:00:00+00:00,35,1,14160,6470.0,6476.25,6371.75,6435.0,1620300,ES.c.0,1756771200,6424.0
209,2025-09-03 00:00:00+00:00,35,1,14160,6434.75,6464.25,6425.5,6455.75,1377851,ES.c.0,1756857600,6444.875
210,2025-09-04 00:00:00+00:00,35,1,14160,6455.75,6518.0,6454.5,6515.75,1116614,ES.c.0,1756944000,6486.25
211,2025-09-05 00:00:00+00:00,35,1,14160,6515.75,6541.75,6452.0,6488.75,1626134,ES.c.0,1757030400,6496.875
212,2025-09-07 00:00:00+00:00,35,1,14160,6483.75,6506.0,6480.25,6505.0,21592,ES.c.0,1757203200,6493.125
213,2025-09-08 00:00:00+00:00,35,1,14160,6505.0,6516.5,6490.25,6509.5,1095135,ES.c.0,1757289600,6503.375
214,2025-09-09 00:00:00+00:00,35,1,14160,6509.75,6537.25,6489.25,6529.75,1118003,ES.c.0,1757376000,6513.25
215,2025-09-10 00:00:00+00:00,35,1,14160,6529.75,6565.25,6522.5,6545.5,1282564,ES.c.0,1757462400,6543.875
216,2025-09-11 00:00:00+00:00,35,1,14160,6545.5,6600.0,6535.5,6593.0,1131156,ES.c.0,1757548800,6567.75
217,2025-09-12 00:00:00+00:00,35,1,14160,6593.0,6606.0,6576.0,6588.5,938395,ES.c.0,1757635200,6591.0
218,2025-09-14 00:00:00+00:00,35,1,14160,6588.25,6592.5,6586.25,6588.0,4429,ES.c.0,1757808000,6589.375
219,2025-09-15 00:00:00+00:00,35,1,14160,6588.25,6623.5,6585.25,6620.25,431638,ES.c.0,1757894400,6604.375
220,2025-09-16 00:00:00+00:00,35,1,14160,6620.25,6639.0,6604.25,6615.25,224622,ES.c.0,1757980800,6621.625
221,2025-09-17 00:00:00+00:00,35,1,14160,6615.25,6629.0,6554.0,6625.25,249190,ES.c.0,1758067200,6591.5
222,2025-09-18 00:00:00+00:00,35,1,14160,6625.75,6662.0,6613.0,6645.5,131559,ES.c.0,1758153600,6637.5
223,2025-09-19 00:00:00+00:00,35,1,14160,6645.75,6660.75,6622.75,6657.25,7216,ES.c.0,1758240000,6641.75
224,2025-09-21 00:00:00+00:00,35,1,294973,6716.0,6721.25,6712.25,6714.75,9365,ES.c.0,1758412800,6716.75
225,2025-09-22 00:00:00+00:00,35,1,294973,6714.75,6756.75,6695.25,6751.0,1015814,ES.c.0,1758499200,6726.0
226,2025-09-23 00:00:00+00:00,35,1,294973,6751.0,6756.5,6701.75,6717.75,1209511,ES.c.0,1758585600,6729.125
227,2025-09-24 00:00:00+00:00,35,1,294973,6717.75,6728.75,6678.0,6698.5,1186879,ES.c.0,1758672000,6703.375
228,2025-09-25 00:00:00+00:00,35,1,294973,6698.25,6705.25,6624.25,6659.0,1638904,ES.c.0,1758758400,6664.75
229,2025-09-26 00:00:00+00:00,35,1,294973,6658.75,6703.75,6653.25,6697.75,1263922,ES.c.0,1758844800,6678.5
230,2025-09-28 00:00:00+00:00,35,1,294973,6697.0,6707.5,6696.75,6705.75,11334,ES.c.0,1759017600,6702.125
231,2025-09-29 00:00:00+00:00,35,1,294973,6705.75,6736.0,6696.25,6711.25,1136394,ES.c.0,1759104000,6716.125
